Song,Artist,Genres,Album,Release_Date,Duration_ms,Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
"Sit Still, Look Pretty",Daya,['pop'],"Sit Still, Look Pretty",2016-10-07,202221,8,0.655,0.74,2,-4.081,1,0.274,0.14,0.0,0.106,0.543,182.105
Sixteen,Thomas Rhett,"['contemporary country', 'country', 'country road', 'modern country rock']",Life Changes,2017-09-08,178333,66,0.705,0.531,1,-7.031,1,0.0281,0.0135,2.11e-06,0.165,0.425,107.013
Sixteen,Ellie Goulding,"['indietronica', 'metropopolis', 'pop', 'uk pop']",Sixteen,2019-04-12,201072,60,0.669,0.801,8,-5.445,1,0.136,0.268,0.0,0.0594,0.541,109.919
Slow Motion,Trey Songz,"['dance pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",Trigga Reloaded,2015-06-23,197854,70,0.733,0.408,7,-7.834,0,0.0388,0.679,3.92e-05,0.11,0.291,94.947
Small Town Boy,Dustin Lynch,"['contemporary country', 'country', 'country road', 'modern country rock']",Current Mood,2017-09-08,205733,70,0.554,0.743,9,-6.016,1,0.0287,0.0251,0.0,0.359,0.673,72.997
Smile Back,Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",Blue Slide Park,2011-11-08,162008,51,0.53,0.834,2,-6.547,1,0.156,0.000283,0.0,0.363,0.235,151.349
Smooth,Florida Georgia Line,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",Dig Your Roots (Big Machine Radio Release Special),2016-08-26,170613,27,0.477,0.848,6,-5.419,1,0.0558,0.286,4.77e-05,0.647,0.33,161.014
So Hott,Kid Rock,['nu metal'],Rock n Roll Jesus,2007-10-09,246640,50,0.635,0.926,7,-3.056,1,0.0517,0.000497,0.0412,0.0994,0.598,112.984
Solo Dance,Martin Jensen,"['danish electronic', 'edm', 'pop dance', 'tropical house']",Solo Dance,2016-11-04,174933,70,0.746,0.846,9,-2.432,1,0.048,0.0485,0.0,0.195,0.403,114.955
Somebody,Natalie La Rose,['viral trap'],Somebody,2014-01-06,189906,67,0.83,0.52,0,-8.714,1,0.0376,0.000792,1.25e-05,0.0656,0.735,104.99
Some Chords,deadmau5,"['canadian electronic', 'complextro', 'edm', 'electro house', 'pop dance', 'progressive house']",4x4=12,2010-12-03,444140,0,0.786,0.427,1,-8.015,1,0.0669,6.42e-05,0.537,0.0732,0.42,128.005
Someday,Sugar Ray,"['alternative metal', 'funk metal', 'pop rock', 'post-grunge']",14:59,1998-12-23,242800,63,0.745,0.682,1,-4.39,0,0.0287,0.0105,0.0862,0.21,0.938,110.857
Someday,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Is This It,2001-07-30,183573,72,0.542,0.531,9,-7.481,1,0.0301,0.0033,1.51e-06,0.338,0.671,105.97
Someone I Used To Know,Zac Brown Band,"['contemporary country', 'country', 'country road', 'modern country rock']",The Owl,2019-09-20,209264,58,0.621,0.746,6,-5.69,0,0.03,0.000927,0.00108,0.102,0.334,107.953
Someone You Loved,Lewis Capaldi,"['pop', 'uk pop']",Divinely Uninspired To A Hellish Extent,2019-05-17,182160,89,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891
Somethin' 'Bout A Truck,Kip Moore,"['contemporary country', 'country', 'country road', 'modern country rock']",Up All Night,2012-01-01,213826,70,0.554,0.794,11,-5.417,1,0.035,0.0697,0.0,0.63,0.79,176.01
Something I Need,OneRepublic,"['piano rock', 'pop']",Native,2013-01-01,240080,58,0.683,0.591,7,-6.955,1,0.0314,0.134,0.0,0.235,0.628,98.982
Something In The Way You Move,Ellie Goulding,"['indietronica', 'metropopolis', 'pop', 'uk pop']",Delirium (Deluxe),2015-11-06,227423,57,0.658,0.814,1,-6.157,0,0.0493,0.0398,0.0,0.114,0.316,109.004
Something Just Like This,The Chainsmokers,"['electropop', 'pop', 'tropical house']",Memories...Do Not Open,2017-04-07,247160,86,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019
Somethin' I'm Good At,Brett Eldredge,"['contemporary country', 'country', 'country road', 'modern country rock']",Brett Eldredge,2017-08-04,217333,54,0.574,0.937,5,-4.34,1,0.112,0.0453,0.0,0.242,0.446,103.006
Song for Another Time,Old Dominion,"['contemporary country', 'country', 'country road', 'modern country rock']",Meat and Candy,2015-11-06,191826,64,0.498,0.804,11,-3.995,1,0.0332,0.125,0.0,0.167,0.697,166.054
Song of the South,Alabama,"['contemporary country', 'country', 'country road', 'country rock']",Livin' Lovin' Rockin' Rollin': The 25th Anniversary Collection,1980,190800,69,0.486,0.633,9,-8.414,1,0.0365,0.176,0.0,0.312,0.669,162.158
Song of the Vikings (My Mother Told Me),Perly I Lotry,['shanty'],Song of the Vikings (My Mother Told Me),2020-09-12,127534,54,0.623,0.261,5,-10.624,0,0.0716,0.854,0.0,0.304,0.417,140.26
Son of A,Lakeview,[],Son of A,2022-09-30,161660,57,0.437,0.863,11,-4.971,1,0.0778,0.00218,0.0,0.096,0.77,79.934
Son Of A Sinner,Jelly Roll,"['country rap', 'nashville hip hop', 'tennessee hip hop']",Ballads Of The Broken,2021-09-17,232093,77,0.365,0.541,7,-7.489,1,0.0304,0.0419,2.25e-06,0.281,0.329,86.041
Sorry,Justin Bieber,"['canadian pop', 'pop']",Playlist for Gamers,2021-08-18,200786,8,0.679,0.748,0,-3.624,0,0.0385,0.0878,0.0,0.299,0.438,100.035
Sorry Not Sorry,Demi Lovato,"['pop', 'post-teen pop']",Tell Me You Love Me,2017-09-29,203760,76,0.706,0.643,11,-6.929,0,0.234,0.0242,0.0,0.262,0.885,143.931
Soul,Lee Brice,"['contemporary country', 'country', 'country road', 'modern country rock']",Hey World,2020-11-20,167680,71,0.789,0.642,11,-8.304,1,0.0352,0.357,0.0,0.0985,0.755,121.003
The Sound,The 1975,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie', 'rock']","I like it when you sleep, for you are so beautiful yet so unaware of it",2016-02-26,248879,68,0.648,0.936,0,-4.745,1,0.0762,0.085,6.93e-06,0.482,0.566,120.708
Sound of Madness,Shinedown,"['alternative metal', 'nu metal', 'post-grunge']",The Sound of Madness,2008-06-24,233986,69,0.328,0.939,2,-1.654,0,0.0423,4.93e-05,0.0065,0.337,0.329,185.971
Sound Of Your Heart,Shawn Hook,['canadian pop'],Sound of Your Heart,2016-01-22,200132,46,0.749,0.819,9,-3.678,1,0.0599,0.0033,0.0,0.0933,0.38,121.995
Soundtrack 2 My Life,Kid Cudi,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",Man On The Moon: The End Of Day,2009-09-15,235626,62,0.464,0.754,9,-6.653,0,0.128,0.465,1.57e-05,0.37,0.444,86.501
Sour Patch Kids,Bryce Vine,['indie pop rap'],Lazy Fair,2014-04-22,252546,63,0.523,0.783,9,-5.084,1,0.0545,0.0144,1.71e-05,0.219,0.581,76.588
The South,The Cadillac Three,['modern southern rock'],The South,2013-12-03,278253,0,0.557,0.842,2,-4.718,1,0.0495,0.113,2.36e-06,0.339,0.493,75.911
Southern Nights,Glen Campbell,"['adult standards', 'arkansas country', 'classic country pop', 'folk rock', 'mellow gold', 'nashville sound', 'singer-songwriter', 'soft rock']",Southern Nights,1977-01-01,180026,72,0.697,0.813,11,-8.89,0,0.0315,0.0989,0.0232,0.583,0.85,95.301
Speak Now,Taylor Swift,['pop'],Speak Now,2010-10-25,240760,67,0.709,0.599,7,-3.734,1,0.0304,0.095,0.0,0.0973,0.735,118.975
Spinnin,Connor Price,[],Spinnin,2022-10-21,110938,74,0.765,0.572,11,-6.153,0,0.128,0.226,0.0,0.192,0.475,140.013
The Spins,Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",K.I.D.S.,2010-08-13,195873,77,0.794,0.766,9,-3.894,0,0.0377,0.0135,0.0,0.0785,0.55,127.007
Spirits,The Strumbellas,"['canadian indie', 'folk-pop', 'stomp and holler']",Hope,2016-04-22,203653,8,0.556,0.658,0,-6.075,1,0.0265,0.164,0.0,0.113,0.787,80.529
Springsteen,Eric Church,"['contemporary country', 'country', 'country road']",Chief,2011-01-01,263386,75,0.692,0.809,2,-5.935,1,0.0255,0.1,9.77e-05,0.185,0.927,104.023
Star Of The Show,Thomas Rhett,"['contemporary country', 'country', 'country road', 'modern country rock']",Tangled Up (Deluxe / Big Machine Radio Release Special),2016-10-27,182600,55,0.696,0.641,7,-5.807,1,0.0261,0.142,0.0,0.132,0.664,101.981
Starving,Hailee Steinfeld,['pop'],Starving,2016-07-22,181880,76,0.728,0.616,4,-4.238,1,0.0645,0.378,0.0,0.105,0.508,99.962
State of My Head,Shinedown,"['alternative metal', 'nu metal', 'post-grunge']",Threat to Survival,2015-09-18,205653,65,0.486,0.94,7,-4.237,0,0.0605,0.00919,0.0,0.0777,0.42,79.727
Stay A Little Longer,Brothers Osborne,"['contemporary country', 'country', 'country road', 'modern country rock', 'modern southern rock']",Pawn Shop,2016-01-15,335480,66,0.557,0.886,6,-5.356,1,0.0302,0.0377,0.108,0.163,0.545,96.989
Stayin' Alive VS 50 C Tik Tok - Remix,ROSE BEAT,[],Stayin' Alive VS 50 C Tik Tok (Remix),2021-12-07,113341,65,0.797,0.696,1,-9.145,1,0.131,0.338,2.28e-06,0.1,0.805,103.914
STAY (with Justin Bieber),The Kid LAROI,['australian hip hop'],STAY (with Justin Bieber),2021-07-09,141805,87,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928
Still Don't Know My Name,Labrinth,"['indie poptimism', 'pop']",Euphoria (Original Score from the HBO Series),2019-10-04,153294,80,0.316,0.63,5,-5.963,1,0.117,0.471,0.262,0.205,0.313,89.643
Still Goin Down,Morgan Wallen,['contemporary country'],Still Goin Down,2020-11-19,186293,62,0.58,0.751,7,-5.078,1,0.0267,0.49,0.0,0.277,0.718,148.108
Stitches,Shawn Mendes,"['canadian pop', 'pop', 'viral pop']",Handwritten,2015-04-14,206880,82,0.746,0.754,1,-6.684,1,0.0676,0.0152,0.0,0.0486,0.746,149.882
Stolen Dance,Milky Chance,"['german pop', 'modern rock']",Sadnecessary,2014-06-20,313684,65,0.885,0.581,11,-8.813,1,0.0378,0.427,0.000204,0.0759,0.728,114.016
Story of My Life,One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",Midnight Memories (Deluxe),2013-11-25,245493,84,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07
Strange Behaviour - Original Mix,Feed Me,"['brostep', 'complextro', 'edm', 'electro house', 'filthstep']",To The Stars,2011-07-01,294912,0,0.586,0.813,6,-5.3,1,0.111,0.0631,0.000171,0.136,0.339,139.711
Stressed Out,Twenty One Pilots,"['modern rock', 'pop', 'pov: indie', 'rock']",Blurryface,2015-05-15,202333,86,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977
Strip That Down,Liam Payne,['pop'],Strip That Down,2017-05-18,204502,67,0.874,0.497,6,-5.484,1,0.0562,0.22,0.0,0.0761,0.542,106.023
Stuck In Your Head,I Prevail,"['alternative metal', 'nu-metalcore']",Lifelines,2016-10-21,215000,60,0.48,0.955,9,-3.702,1,0.0395,0.000298,0.0107,0.477,0.658,155.019
Style,Taylor Swift,['pop'],1989 (Deluxe),2014-01-01,231000,86,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933
Sucker for Pain,Lil Wayne,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",Rewrite The Stars - Movie Hits,2021-12-03,243490,21,0.502,0.786,9,-4.378,0,0.317,0.255,0.0,0.65,0.738,169.023
Sugar,Maroon 5,['pop'],V,2014-09-02,235493,82,0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076
"Sugar, We're Goin Down",Fall Out Boy,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",Believers Never Die - Greatest Hits,2009-01-01,230933,38,0.5,0.887,7,-3.739,1,0.0716,0.00455,0.0,0.114,0.645,162.003
Summer,Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",Motion,2014-10-31,222533,83,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949
Summit (feat. Ellie Goulding),Skrillex,"['brostep', 'complextro', 'edm', 'electro', 'pop dance']",Bangarang EP,2011-12-27,373986,58,0.692,0.773,6,-3.739,1,0.0359,0.226,0.0104,0.108,0.486,139.989
Sunday Best,Surfaces,['bedroom soul'],Where the Light Is,2019-01-06,158571,77,0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022
Sunroof,Nicky Youre,[],Sunroof,2021-12-03,163025,88,0.768,0.714,10,-5.11,1,0.0401,0.352,0.0,0.15,0.842,131.443
Sunshine,Atmosphere,"['alternative hip hop', 'conscious hip hop', 'minnesota hip hop']",Sad Clown Bad Year (#9-#12 Collection),2018-07-27,216546,0,0.853,0.572,1,-5.086,1,0.149,0.147,2.79e-06,0.186,0.569,90.938
Supalonely,BENEE,"['alt z', 'nz pop']",STELLA & STEVE,2019-11-15,223480,71,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977
S-U-R-V-I-V-E,Caleb Mills,[],S-U-R-V-I-V-E,2022-03-30,193200,46,0.536,0.773,2,-5.131,1,0.0435,0.153,0.0,0.188,0.703,150.184
Sway,Danielle Bradbery,"['contemporary country', 'country road']",I Don't Believe We've Met,2017-12-01,212280,55,0.7,0.706,3,-5.479,1,0.0265,0.39,0.0,0.366,0.648,97.028
Sweet Home Alabama,Lynyrd Skynyrd,"['album rock', 'classic rock', 'hard rock', 'rock', 'southern rock']",Second Helping (Expanded Edition),1974-04-15,283800,82,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798
Take a Walk,Passion Pit,"['indie rock', 'indietronica', 'modern rock', 'neo-synthpop', 'shimmer pop']",Gossamer,2012-07-23,264493,68,0.566,0.755,11,-5.526,1,0.0368,0.0338,0.0,0.315,0.445,101.006
Take It All,Pop Evil,"['alternative metal', 'nu metal', 'post-grunge']",UP,2015-08-21,198542,49,0.624,0.897,7,-5.778,0,0.0453,0.000909,0.0,0.0834,0.607,109.971
Take It All Back 2.0,Judah & the Lion,"['banjo', 'folk-pop', 'stomp and holler']",Folk Hop n' Roll (Deluxe),2016-03-04,218355,60,0.441,0.802,0,-6.411,1,0.0305,0.0104,6.19e-05,0.123,0.783,148.02
"Take Me Home, Country Roads",John Denver,"['classic country pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']","The John Denver Collection, Vol 1: Take Me Home Country Roads",1997-06-17,197813,75,0.38,0.43,9,-12.564,1,0.0288,0.546,1.71e-05,0.188,0.547,82.204
Take My Name,Parmalee,"['contemporary country', 'country road', 'modern country rock', 'modern uplift']",Songs from 'For You',2021-07-09,157906,1,0.559,0.66,7,-4.143,1,0.0512,0.222,0.0,0.193,0.574,163.957
Take Your Time,Sam Hunt,"['contemporary country', 'country', 'country pop']",Montevallo,2014-10-27,243706,66,0.558,0.719,11,-5.603,1,0.0419,0.101,0.0,0.212,0.483,158.031
Talk,Khalid,"['pop', 'pop r&b']",Talk,2019-02-07,197487,69,0.9,0.4,0,-8.443,1,0.124,0.0501,0.0,0.0876,0.338,136.001
Talking Body,Tove Lo,"['metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",Queen Of The Clouds,2014-09-24,238426,68,0.736,0.761,4,-5.449,0,0.0338,0.0966,0.0,0.0823,0.114,119.999
Talk You Out Of It,Florida Georgia Line,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",Can't Say I Ain't Country,2019-02-15,202920,64,0.651,0.708,4,-4.791,1,0.0376,0.582,0.0,0.0796,0.558,119.964
Tampa,Cico P,['pop rap'],Sweet Union,2019-10-31,176160,0,0.888,0.408,8,-10.162,0,0.487,0.164,0.0,0.0912,0.742,77.029
Teenagers,My Chemical Romance,"['emo', 'modern rock', 'pop punk', 'pov: indie', 'rock']",The Black Parade,2006-10-23,161920,82,0.463,0.857,4,-3.063,1,0.0632,0.0506,0.0,0.184,0.856,111.647
Tell Me You Love Me,Demi Lovato,"['pop', 'post-teen pop']",Tell Me You Love Me,2017-09-29,236986,63,0.54,0.599,6,-5.465,1,0.0452,0.0257,0.0,0.147,0.243,82.029
Tennessee Whiskey,Chris Stapleton,"['contemporary country', 'outlaw country']",Traveller,2015-05-04,293293,83,0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718
Tequila Makes Her Clothes Fall Off,Joe Nichols,"['arkansas country', 'contemporary country', 'country', 'country road']",III,2005-01-01,187053,69,0.664,0.706,2,-7.045,1,0.027,0.129,1.06e-06,0.0857,0.681,93.968
That's How You Know,Amy Adams,['movie tunes'],Enchanted,2007-01-01,229760,38,0.482,0.666,6,-5.495,0,0.161,0.476,0.0,0.103,0.559,173.859
That's How You Know (feat. Kid Ink & Bebe Rexha),Nico & Vinz,[],That's How You Know (feat. Kid Ink & Bebe Rexha),2015-07-17,186443,56,0.769,0.437,1,-6.406,1,0.0363,0.44,0.0,0.116,0.737,103.921
That's What I Like,Bruno Mars,"['dance pop', 'pop']",24K Magic,2016-11-17,206693,85,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066
THATS WHAT I WANT,Lil Nas X,['lgbtq+ hip hop'],MONTERO,2021-09-17,143901,84,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981
There's Nothing Holdin' Me Back,Shawn Mendes,"['canadian pop', 'pop', 'viral pop']",Illuminate (Deluxe),2017-04-20,199440,87,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998
There Was This Girl,Riley Green,"['contemporary country', 'country road', 'modern country rock']",Different 'Round Here,2019-09-20,194426,70,0.616,0.877,1,-4.223,1,0.0347,0.00258,2.56e-06,0.114,0.94,127.981
Thinking out Loud,Ed Sheeran,"['pop', 'uk pop']",x (Deluxe Edition),2014-06-21,281560,84,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998
"This Ain't A Scene, It's An Arms Race",Fall Out Boy,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",Infinity On High,2007-01-01,212040,71,0.435,0.887,9,-4.07,1,0.0636,0.000747,0.0,0.0327,0.408,199.935
This Damn Song,Pecos & the Rooftops,"['modern country pop', 'red dirt']",This Damn Song,2019-04-20,280000,55,0.646,0.472,0,-6.743,1,0.0323,0.193,0.0,0.269,0.166,120.187
This Means War,Avenged Sevenfold,"['alternative metal', 'nu metal']",Hail to the King,2013-08-23,369293,64,0.614,0.914,7,-5.59,0,0.0324,0.000554,1.16e-05,0.0371,0.439,90.0
Thnks fr th Mmrs,Fall Out Boy,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",Infinity On High,2007-01-01,203506,80,0.459,0.891,10,-5.057,0,0.0623,0.00511,0.0,0.106,0.588,154.837
Thought You Should Know,Morgan Wallen,['contemporary country'],Thought You Should Know,2022-05-06,215571,76,0.529,0.695,6,-6.174,1,0.0278,0.488,1.24e-05,0.142,0.514,139.993
A Thousand Miles,Vanessa Carlton,"['lilith', 'neo mellow', 'piano rock', 'pop rock', 'post-teen pop']",Be Not Nobody,2002-04-30,237493,78,0.56,0.825,11,-3.862,1,0.0379,0.323,0.0,0.161,0.268,94.931
Thunder,Imagine Dragons,"['modern rock', 'pop', 'rock']",Evolve,2017-06-23,187146,86,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997
Tie Me Down,Taylor Ray Holbrook,['redneck'],Tie Me Down,2016-01-15,200416,0,0.327,0.446,5,-5.344,1,0.0415,0.748,0.0,0.0923,0.505,73.486
Tightrope,WALK THE MOON,"['dance rock', 'modern rock', 'pop']",Walk The Moon (Expanded Edition),2012-06-19,209186,29,0.471,0.789,1,-6.188,0,0.0342,9.46e-05,0.00161,0.102,0.588,162.412
Tiimmy Turner,Desiigner,"['pop rap', 'rap', 'southern hip hop', 'trap', 'viral trap']",Tiimmy Turner,2016-07-22,239853,68,0.603,0.725,6,-3.054,1,0.0393,0.174,0.0,0.0786,0.304,122.803
Till I Collapse,Eminem,"['detroit hip hop', 'hip hop', 'rap']",The Eminem Show,2002-05-26,297786,86,0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447
'Til You Can't,Cody Johnson,"['classic texas country', 'contemporary country']",Human The Double Album,2021-10-08,224213,75,0.501,0.815,1,-4.865,1,0.0436,0.0513,0.0,0.106,0.46,160.087
Too Good,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",Views,2016-05-06,263373,76,0.794,0.653,7,-7.839,1,0.104,0.0489,4.88e-05,0.1,0.397,117.996
Treat You Better,Shawn Mendes,"['canadian pop', 'pop', 'viral pop']",Illuminate,2017-04-20,187973,86,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695
Trenches,Pop Evil,"['alternative metal', 'nu metal', 'post-grunge']",Onyx (Deluxe Edition),2013-05-14,217875,57,0.546,0.95,2,-3.805,0,0.0552,0.000158,0.00645,0.21,0.603,100.003
T-Shirt,Thomas Rhett,"['contemporary country', 'country', 'country road', 'modern country rock']",Tangled Up,2015-01-01,227693,52,0.634,0.862,2,-5.337,1,0.0376,0.0287,0.0,0.0217,0.767,95.989
Tsunami - Radio Edit,DVBBS,"['canadian electronic', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house']",Tsunami (Radio Edit),2013-09-06,186352,56,0.651,0.922,11,-3.667,0,0.0532,0.00951,0.741,0.233,0.35,128.084
Turnin' Me On,Blake Shelton,"['classic oklahoma country', 'contemporary country', 'country', 'country road']",Texoma Shore,2017-11-03,288573,48,0.628,0.708,11,-7.045,0,0.0287,0.309,1.32e-06,0.109,0.276,111.047
Turn It Up,Oh The Larceny,"['bossbeat', 'rebel blues']",Blood Is Rebel,2019-05-17,197401,2,0.6,0.818,7,-5.196,1,0.0477,0.000269,0.000235,0.0848,0.729,144.974
UFO - Trap Edit,Vigiland,"['deep pop edm', 'electronic trap']",UFO,2014-01-01,107348,54,0.731,0.608,0,-6.886,0,0.0489,0.0547,0.00165,0.102,0.358,149.995
U Gurl,Walker Hayes,"['contemporary country', 'country', 'country road', 'modern country rock']",U Gurl,2021-10-15,152760,55,0.783,0.728,2,-5.053,1,0.0343,0.0359,0.0,0.46,0.668,114.065
Uma Thurman,Fall Out Boy,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",American Beauty/American Psycho,2015-01-20,211573,69,0.623,0.962,4,-2.616,0,0.0895,0.103,0.000174,0.264,0.676,149.963
UNAPOLOGETICALLY COUNTRY AS HELL,HARDY,"['contemporary country', 'modern country pop']",A ROCK,2020-09-04,235360,66,0.543,0.648,1,-4.961,1,0.0311,0.172,0.0,0.329,0.617,124.053
Unforgettable,Thomas Rhett,"['contemporary country', 'country', 'country road', 'modern country rock']",Wedding Day Country,2022-04-15,158501,1,0.71,0.657,7,-8.934,1,0.0438,0.375,0.0,0.106,0.801,129.982
Unholy (feat. Kim Petras),Sam Smith,"['pop', 'uk pop']",Unholy (feat. Kim Petras),2022-09-22,156943,92,0.714,0.472,2,-7.375,1,0.0864,0.013,4.51e-06,0.266,0.238,131.121
Unholy War,Jacob Banks,['uk contemporary r&b'],The Boy Who Cried Freedom,2017-04-20,209752,53,0.694,0.594,11,-5.362,0,0.0358,0.453,2.53e-06,0.0548,0.677,89.996
Unison - Knife Party Remix,Porter Robinson,"['complextro', 'edm', 'electro house', 'pop dance', 'progressive electro house']",Spitfire,2011-10-11,298401,0,0.586,0.836,10,-6.067,1,0.0603,0.000211,0.833,0.0339,0.165,109.932
Unsteady,X Ambassadors,"['modern alternative rock', 'modern rock', 'stomp pop']",VHS,2015-06-30,193546,74,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055
Unstoppable,The Score,"['modern alternative rock', 'pov: indie']",ATLAS,2017-10-13,192106,73,0.485,0.843,1,-3.993,0,0.0467,0.00129,1.01e-05,0.14,0.602,78.001
Until We Go Down (feat. Ruelle),LISTENBEE,['tropical house'],Until We Go Down (feat. Ruelle),2016-03-25,254426,41,0.678,0.626,5,-6.589,0,0.0321,0.00884,0.00464,0.118,0.194,121.977
Until You Were Gone,The Chainsmokers,"['electropop', 'pop', 'tropical house']",Until You Were Gone,2015-09-18,215624,54,0.577,0.698,1,-4.773,1,0.0451,0.0541,0.0,0.131,0.324,128.061
Unwritten,Natasha Bedingfield,"['dance pop', 'pop', 'post-teen pop']",Unwritten,2004-09-06,259333,1,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011
Up All Night,ARTY,"['big room', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'russian edm', 'trance']",Glorious,2015-10-09,247346,40,0.521,0.838,1,-4.717,1,0.0755,0.0064,0.0,0.135,0.541,129.977
Up Around The Bend,Creedence Clearwater Revival,"['classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']",Cosmo's Factory (Expanded Edition),1970-07-25,161466,66,0.589,0.85,2,-6.143,1,0.0343,0.0606,0.779,0.274,0.813,130.318
Up Down (feat. Florida Georgia Line),Morgan Wallen,['contemporary country'],If I Know Me,2018-04-27,197253,69,0.589,0.882,6,-3.039,1,0.035,0.0813,0.0,0.146,0.793,129.915
Uptown Funk (feat. Bruno Mars),Mark Ronson,[],Uptown Funk (feat. Bruno Mars),2014-11-24,270626,28,0.853,0.681,0,-5.003,1,0.0888,0.00966,5.71e-05,0.0233,0.93,114.989
Up Up & Away,Kid Cudi,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",Man On The Moon: The End Of Day (Deluxe),2009-01-01,227346,64,0.66,0.881,10,-6.119,0,0.0849,0.0722,3.4e-05,0.362,0.586,120.017
Vacation,Thomas Rhett,"['contemporary country', 'country', 'country road', 'modern country rock']",Tangled Up,2015-01-01,223253,33,0.638,0.827,1,-5.793,0,0.0389,0.0054,0.000288,0.0948,0.96,137.077
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,"['dance pop', 'pop']",Vegas (From the Original Motion Picture Soundtrack ELVIS),2022-05-06,182906,83,0.801,0.601,8,-7.574,0,0.255,0.0777,3.23e-05,0.145,0.74,159.969
Victoria's Secret,Jax,['gen z singer-songwriter'],Victoria’s Secret,2022-06-30,176124,76,0.586,0.556,6,-7.639,1,0.0592,0.00655,0.0,0.0836,0.517,167.018
Violet,Connor Price,[],Violet,2022-10-07,122880,73,0.924,0.716,8,-7.158,0,0.0541,0.0177,1.15e-06,0.128,0.48,119.973
Wait,M83,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']","Hurry up, We're Dreaming",2011-10-17,343253,71,0.426,0.228,2,-10.552,1,0.0322,0.198,0.13,0.0832,0.0822,147.994
Wake Me Up Before You Go-Go,Wham!,"['new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",Make It Big,1984-10-23,231333,80,0.62,0.573,0,-11.893,1,0.0423,0.271,0.0,0.0607,0.897,81.548
Wake Up,Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",Best Day Ever (5th Anniversary Remastered Edition),2016-06-03,234938,0,0.736,0.786,4,-4.999,0,0.148,0.0514,0.0,0.261,0.653,109.364
